date,time,match_name,meeting_code,event_id,event_name,selection_number,selection_name,result_position,win_amount,last_odd
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723183,Match Result,2,Chennai wins the match,1,1.46,23/50
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723184,Total Match Runs Over/Under (30.5),2,Under,1,1.4,2/5
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723185,Total Match 4s Over/Under (2.5),2,Under,1,1.35,7/20
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723186,Total Match 6s Over/Under (2.5),2,Under,1,1.19,19/100
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723187,Innings most 4s,2,Same for both Innings,1,2.34,67/50
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723188,Innings most 6s,2,Same for both Innings,1,1.96,24/25
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723189,Total Match Boundaries,3,4-5,1,2.96,49/25
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723190,Run-Out in the Match,2,No,1,1.67,67/100
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723191,Total Match Wickets Over/Under (2.5),2,Under,1,1.62,31/50
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723192,1st Innings Runs Over/Under (10.5),1,Over,1,1.31,31/100
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723193,1st Innings 4s Over/Under (0.5),1,Over,1,1.14,7/50
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723194,1st Innings 6s Over/Under (1.5),2,Under,1,1.19,19/100
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723195,1st Innings 1st Wicket,3,Caught,1,4.32,83/25
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723196,2nd Innings 1st Wicket,3,Caught,1,4.22,161/50
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723197,1st Innings 1st Ball Outcome,3,Wicket,1,6.1,51/10
2026-06-13,14:40:00,Super Over Kolkata v Chennai,KIRON4-2026-06-13-280098-3160,149723198,2nd Innings 1st Ball Outcome,1,No Runs,1,4.81,381/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723246,Match Result,2,Lucknow wins the match,1,1.82,41/50
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723247,Total Match Runs Over/Under (30.5),1,Over,1,2.27,127/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723248,Total Match 4s Over/Under (2.5),1,Over,1,2.53,153/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723249,Total Match 6s Over/Under (2.5),1,Over,1,3.16,54/25
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723250,Innings most 4s,1,1st Innings,1,2.91,191/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723251,Innings most 6s,3,2nd Innings,1,3.71,271/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723252,Total Match Boundaries,4,6+,1,3.9,29/10
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723253,Run-Out in the Match,1,Yes,1,1.86,43/50
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723254,Total Match Wickets Over/Under (2.5),2,Under,1,1.57,57/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723255,1st Innings Runs Over/Under (10.5),1,Over,1,1.32,8/25
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723256,1st Innings 4s Over/Under (0.5),1,Over,1,1.13,13/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723257,1st Innings 6s Over/Under (1.5),2,Under,1,1.17,17/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723258,1st Innings 1st Wicket,4,Other,1,2.07,107/100
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723259,2nd Innings 1st Wicket,4,Other,1,1.96,24/25
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723260,1st Innings 1st Ball Outcome,2,Runs,1,1.5,1/2
2026-06-13,14:44:00,Super Over Bangalore v Lucknow,KIRON4-2026-06-13-280099-3161,149723261,2nd Innings 1st Ball Outcome,2,Runs,1,1.66,33/50
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723554,Match Result,2,Punjab wins the match,1,2.15,23/20
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723555,Total Match Runs Over/Under (30.5),1,Over,1,2.33,133/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723556,Total Match 4s Over/Under (2.5),1,Over,1,2.51,151/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723557,Total Match 6s Over/Under (2.5),1,Over,1,3.3,23/10
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723558,Innings most 4s,3,2nd Innings,1,2.77,177/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723559,Innings most 6s,2,Same for both Innings,1,1.91,91/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723560,Total Match Boundaries,4,6+,1,4.2,16/5
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723561,Run-Out in the Match,1,Yes,1,1.85,17/20
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723562,Total Match Wickets Over/Under (2.5),2,Under,1,1.64,16/25
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723563,1st Innings Runs Over/Under (10.5),1,Over,1,1.32,8/25
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723564,1st Innings 4s Over/Under (0.5),1,Over,1,1.17,17/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723565,1st Innings 6s Over/Under (1.5),1,Over,1,3.51,251/100
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723566,1st Innings 1st Wicket,4,Other,1,2.06,53/50
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723567,2nd Innings 1st Wicket,4,Other,1,2.16,29/25
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723568,1st Innings 1st Ball Outcome,3,Wicket,1,6.0,5/1
2026-06-13,14:48:00,Super Over Gujarat v Punjab,KIRON4-2026-06-13-280100-3162,149723569,2nd Innings 1st Ball Outcome,2,Runs,1,1.63,63/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724192,Match Result,1,Hyderabad wins the match,1,2.85,37/20
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724193,Total Match Runs Over/Under (30.5),2,Under,1,1.44,11/25
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724194,Total Match 4s Over/Under (2.5),2,Under,1,1.33,33/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724195,Total Match 6s Over/Under (2.5),2,Under,1,1.2,1/5
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724196,Innings most 4s,1,1st Innings,1,2.87,187/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724197,Innings most 6s,2,Same for both Innings,1,1.92,23/25
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724198,Total Match Boundaries,3,4-5,1,3.1,21/10
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724199,Run-Out in the Match,1,Yes,1,1.88,22/25
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724200,Total Match Wickets Over/Under (2.5),2,Under,1,1.48,12/25
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724201,1st Innings Runs Over/Under (15.5),1,Over,1,2.51,151/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724202,1st Innings 4s Over/Under (1.5),1,Over,1,3.46,123/50
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724203,1st Innings 6s Over/Under (1.5),2,Under,1,1.11,11/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724204,1st Innings 1st Wicket,4,Other,1,2.06,53/50
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724205,2nd Innings 1st Wicket,3,Caught,1,4.59,359/100
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724206,1st Innings 1st Ball Outcome,2,Runs,1,1.52,13/25
2026-06-13,14:52:00,Super Over Hyderabad v Delhi,KIRON4-2026-06-13-280101-3163,149724207,2nd Innings 1st Ball Outcome,5,No-Ball,1,12.5,23/2
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724563,Match Result,2,Mumbai wins the match,1,1.48,12/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724564,Total Match Runs Over/Under (20.5),1,Over,1,1.36,9/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724565,Total Match 4s Over/Under (2.5),2,Under,1,1.32,8/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724566,Total Match 6s Over/Under (2.5),2,Under,1,1.14,7/50
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724567,Innings most 4s,1,1st Innings,1,3.02,101/50
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724568,Innings most 6s,3,2nd Innings,1,3.25,9/4
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724569,Total Match Boundaries,2,2-3,1,1.71,71/100
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724570,Run-Out in the Match,2,No,1,1.62,31/50
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724571,Total Match Wickets Over/Under (2.5),2,Under,1,1.57,57/100
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724572,1st Innings Runs Over/Under (15.5),2,Under,1,1.28,7/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724573,1st Innings 4s Over/Under (0.5),1,Over,1,1.14,7/50
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724574,1st Innings 6s Over/Under (1.5),2,Under,1,1.09,9/100
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724575,1st Innings 1st Wicket,3,Caught,1,4.04,76/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724576,2nd Innings 1st Wicket,4,Other,1,2.24,31/25
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724577,1st Innings 1st Ball Outcome,2,Runs,1,1.51,51/100
2026-06-13,14:56:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280102-3164,149724578,2nd Innings 1st Ball Outcome,3,Wicket,1,5.39,439/100
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725337,Match Result,2,Bangalore wins the match,1,1.93,93/100
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725338,Total Match Runs Over/Under (30.5),2,Under,1,1.42,21/50
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725339,Total Match 4s Over/Under (2.5),2,Under,1,1.36,9/25
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725340,Total Match 6s Over/Under (2.5),2,Under,1,1.2,1/5
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725341,Innings most 4s,1,1st Innings,1,2.72,43/25
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725342,Innings most 6s,2,Same for both Innings,1,1.92,23/25
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725343,Total Match Boundaries,2,2-3,1,1.86,43/50
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725344,Run-Out in the Match,2,No,1,1.64,16/25
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725345,Total Match Wickets Over/Under (2.5),2,Under,1,1.55,11/20
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725346,1st Innings Runs Over/Under (10.5),1,Over,1,1.35,7/20
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725347,1st Innings 4s Over/Under (0.5),1,Over,1,1.12,3/25
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725348,1st Innings 6s Over/Under (1.5),2,Under,1,1.15,3/20
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725349,1st Innings 1st Wicket,1,None,1,6.4,27/5
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725350,2nd Innings 1st Wicket,2,Bowled,1,4.38,169/50
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725351,1st Innings 1st Ball Outcome,2,Runs,1,1.51,51/100
2026-06-13,15:00:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280103-3165,149725352,2nd Innings 1st Ball Outcome,1,No Runs,1,4.84,96/25
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725408,Match Result,2,Lucknow wins the match,1,1.65,13/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725409,Total Match Runs Over/Under (30.5),2,Under,1,1.4,2/5
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725410,Total Match 4s Over/Under (2.5),2,Under,1,1.35,7/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725411,Total Match 6s Over/Under (2.5),2,Under,1,1.18,9/50
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725412,Innings most 4s,2,Same for both Innings,1,2.32,33/25
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725413,Innings most 6s,1,1st Innings,1,2.89,189/100
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725414,Total Match Boundaries,2,2-3,1,1.85,17/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725415,Run-Out in the Match,2,No,1,1.67,67/100
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725416,Total Match Wickets Over/Under (2.5),2,Under,1,1.55,11/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725417,1st Innings Runs Over/Under (10.5),1,Over,1,1.36,9/25
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725418,1st Innings 4s Over/Under (0.5),1,Over,1,1.15,3/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725419,1st Innings 6s Over/Under (1.5),2,Under,1,1.15,3/20
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725420,1st Innings 1st Wicket,4,Other,1,1.94,47/50
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725421,2nd Innings 1st Wicket,2,Bowled,1,4.37,337/100
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725422,1st Innings 1st Ball Outcome,1,No Runs,1,6.2,26/5
2026-06-13,15:04:00,Super Over Rajasthan v Lucknow,KIRON4-2026-06-13-280104-3166,149725423,2nd Innings 1st Ball Outcome,3,Wicket,1,6.4,27/5
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725485,Match Result,1,Delhi wins the match,1,1.24,6/25
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725486,Total Match Runs Over/Under (30.5),2,Under,1,1.44,11/25
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725487,Total Match 4s Over/Under (1.5),1,Over,1,1.37,37/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725488,Total Match 6s Over/Under (2.5),2,Under,1,1.2,1/5
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725489,Innings most 4s,1,1st Innings,1,2.37,137/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725490,Innings most 6s,2,Same for both Innings,1,1.97,97/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725491,Total Match Boundaries,2,2-3,1,2.29,129/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725492,Run-Out in the Match,2,No,1,1.73,73/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725493,Total Match Wickets Over/Under (2.5),1,Over,1,1.74,37/50
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725494,1st Innings Runs Over/Under (10.5),1,Over,1,1.25,1/4
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725495,1st Innings 4s Over/Under (0.5),1,Over,1,1.19,19/100
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725496,1st Innings 6s Over/Under (1.5),2,Under,1,1.22,11/50
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725497,1st Innings 1st Wicket,4,Other,1,2.06,53/50
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725498,2nd Innings 1st Wicket,3,Caught,1,4.46,173/50
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725499,1st Innings 1st Ball Outcome,3,Wicket,1,5.95,99/20
2026-06-13,15:08:00,Super Over Delhi v Hyderabad,KIRON4-2026-06-13-280105-3167,149725500,2nd Innings 1st Ball Outcome,2,Runs,1,1.6,3/5
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725547,Match Result,2,Gujarat wins the match,1,1.51,51/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725548,Total Match Runs Over/Under (30.5),2,Under,1,1.37,37/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725549,Total Match 4s Over/Under (2.5),1,Over,1,2.59,159/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725550,Total Match 6s Over/Under (2.5),2,Under,1,1.17,17/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725551,Innings most 4s,3,2nd Innings,1,3.08,52/25
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725552,Innings most 6s,2,Same for both Innings,1,1.85,17/20
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725553,Total Match Boundaries,2,2-3,1,1.89,89/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725554,Run-Out in the Match,2,No,1,1.64,16/25
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725555,Total Match Wickets Over/Under (2.5),2,Under,1,1.55,11/20
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725556,1st Innings Runs Over/Under (15.5),2,Under,1,1.35,7/20
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725557,1st Innings 4s Over/Under (0.5),1,Over,1,1.11,11/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725558,1st Innings 6s Over/Under (1.5),2,Under,1,1.11,11/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725559,1st Innings 1st Wicket,4,Other,1,2.11,111/100
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725560,2nd Innings 1st Wicket,1,None,1,6.1,51/10
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725561,1st Innings 1st Ball Outcome,1,No Runs,1,5.84,121/25
2026-06-13,15:12:00,Super Over Punjab v Gujarat,KIRON4-2026-06-13-280106-3168,149725562,2nd Innings 1st Ball Outcome,2,Runs,1,1.68,17/25
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725613,Match Result,1,Chennai wins the match,1,1.57,57/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725614,Total Match Runs Over/Under (30.5),2,Under,1,1.39,39/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725615,Total Match 4s Over/Under (2.5),1,Over,1,2.55,31/20
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725616,Total Match 6s Over/Under (2.5),2,Under,1,1.19,19/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725617,Innings most 4s,1,1st Innings,1,2.89,189/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725618,Innings most 6s,2,Same for both Innings,1,1.9,9/10
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725619,Total Match Boundaries,4,6+,1,4.18,159/50
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725620,Run-Out in the Match,2,No,1,1.69,69/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725621,Total Match Wickets Over/Under (2.5),2,Under,1,1.6,3/5
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725622,1st Innings Runs Over/Under (10.5),1,Over,1,1.34,17/50
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725623,1st Innings 4s Over/Under (0.5),1,Over,1,1.14,7/50
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725624,1st Innings 6s Over/Under (1.5),2,Under,1,1.16,4/25
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725625,1st Innings 1st Wicket,1,None,1,6.3,53/10
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725626,2nd Innings 1st Wicket,3,Caught,1,4.02,151/50
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725627,1st Innings 1st Ball Outcome,1,No Runs,1,5.29,429/100
2026-06-13,15:16:00,Super Over Chennai v Bangalore,KIRON4-2026-06-13-280107-3169,149725628,2nd Innings 1st Ball Outcome,3,Wicket,1,6.4,27/5
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725929,Match Result,2,Mumbai wins the match,1,1.47,47/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725930,Total Match Runs Over/Under (20.5),2,Under,1,2.49,149/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725931,Total Match 4s Over/Under (2.5),2,Under,1,1.29,29/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725932,Total Match 6s Over/Under (2.5),2,Under,1,1.15,3/20
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725933,Innings most 4s,2,Same for both Innings,1,2.22,61/50
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725934,Innings most 6s,2,Same for both Innings,1,1.89,89/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725935,Total Match Boundaries,2,2-3,1,1.71,71/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725936,Run-Out in the Match,2,No,1,1.69,69/100
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725937,Total Match Wickets Over/Under (2.5),1,Over,1,1.98,49/50
2026-06-13,15:20:00,Super Over Kolkata v Mumbai,KIRON4-2026-06-13-280108-3170,149725938,1st Innings Runs Over/Under (15.5),2,Under,1,1.28,7/25
